'a'ba'gai'xin'zao 阿巴盖新蚤
'lei'shi'jie'ya'xiao'feng'shu 类食蚧蚜小蜂属
'lei'shi'rou'zhu 雷氏柔蛛
'lei'shi'xian'zao 雷氏纤蚤
'lei'shi'zhu'ke 类石蛛科
'lei'shi'zhu'shu 类石蛛属
'lei'shi'zi'yuan'zhu 类十字园蛛
'lei'shu'ji'ying'shu 类梳寄蝇属
'lei'shui'lang'zhu 类水狼蛛
'lei'si'ke'zhu'shu 类斯科蛛属
'lei'si'lie'chun'ting 蕾丝裂唇蜓
'lei'tang'ke 类螳科
'lei'tao'qiao'jia 雷陶锹甲
'lei'te'yuan'chun'shu 类特缘蝽属
'lei'tong'yun'ban'zhu 类筒云斑蛛
'lei'wei'si'cong 蕾尾丝蟌
'lei'wo'feng 类我蜂
'lei'xi'zhu'shu 类隙蛛属
'lei'xian'die'shu 蕾蚬蝶属
'lei'xiang'tian'niu'shu 类象天牛属
'lei'xin'zao 类新蚤
'lei'xu'hui'an'wen 类须喙按蚊
'lei'xue'sai'jin'gui 雷雪鳃金龟
'lei'xun'chang'zu'meng 类迅长足虻
'lei'yan'ban'tang 雷眼斑螳
'lei'yan'die'shu 泪眼蝶属
'lei'yin'chi'chong'shu 类隐翅虫属
'lei'yu'hei'liu'ji'feng 雷雨黑瘤姬蜂
'lei'yuan'ji'chun 类原姬蝽
'lei'yuan'ji'chun'ya'zhou'ya'zhong 类原姬蝽亚洲亚种
'lei'yuan'wen'yi'wen 类缘纹伊蚊
'lei'yuan'zhen'chun 类原姫蝽
'lei'yuan'zhen'chun'ya'zhou'ya'zhong 类原姫蝽亚洲亚种
'lei'zao'ying'shu 肋蚤蝇属
'lei'zhong'hua'an'wen 类中华按蚊
'lei'zhou'jia'shu 类轴甲属
'leng'bing'ji'feng'shu 棱柄姬蜂属
'leng'chi'zhong 棱翅螽
'leng'chun 棱蝽
'leng'chun'shu 棱蝽属
'leng'dian'ye'e'shu 冷靛夜蛾属
'leng'e'cao'mang'chun 棱额草盲蝽
'leng'e'mang'chun'shu 棱额盲蝽属
'leng'hui'die'shu 冷灰蝶属
'leng'ji'a'ge'ji'feng 棱脊阿格姬蜂
'leng'ji'lv'se'cong 棱脊绿色蟌
'leng'jiao'ni'ji'ma 棱角泥蓟马
'leng'jie'yi'shu 棱结蚁属
'leng'qiao'mao'jiao'chun 棱鞘毛角蝽
'leng'shan'da'shu'feng 冷杉大树蜂
'leng'shan'du'e 冷杉毒蛾
'leng'shan'ji 冷杉季
'leng'shan'ji'jing'xiao'du 冷杉棘胫小蠹
'leng'shan'ji'qiu'ya 冷杉季球蚜
'leng'shan'ju'jiao'ye'feng 冷杉锯角叶蜂
'leng'shan'kuang'ya 冷杉纩蚜
'leng'shan'kuang'ya'san'quan'ya'zhong 冷杉纩蚜三圈亚种
'leng'shan'kuang'ya'zhi'ming'ya'zhong 冷杉纩蚜指名亚种
'leng'shan'lai'li'jie 冷杉癞蛎蚧
'leng'shan'lv'da'ya 冷杉绿大蚜
'leng'shan'mu'shi 冷杉木虱
'leng'shan'shao'mao'ya'jian'feng 冷杉少毛蚜茧蜂
'leng'shan'shao'xiao'du 冷杉梢小蠹
'leng'shan'song'mang'chun 冷杉松盲蝽
'leng'shan'xiao'tian'niu 冷杉小天牛
'leng'shan'ye'feng 冷杉叶蜂
'leng'shan'zi'xiao'juan'e 冷杉子小卷蛾
'leng'shui'hua'liu'ya 冷水花瘤蚜
'leng'tian'niu'shu 棱天牛属
'leng'xiong'qie'ye'yi'shu 棱胸切叶蚁属
'leng'xu'bi'yuan'chun 棱须鼻缘蝽
'leng'ye'e'shu 棱夜蛾属
'leng'yuan'yi 棱原蚁
'leng'zhi'e'shu 棱织蛾属
'li'a'ge'ji'feng 丽阿格姬蜂
'li'ai'ya'shu 梨矮蚜属
'li'an'dun'jie 栎安盾蚧
'li'ao'jing'tiao'jia 栗凹胫跳甲
'li'ao'shi'ying'shu 里奥实蝇属
'li'ao'yuan'jin'xiao'feng 丽凹缘金小蜂
'li'ba'xi'zhu 篱笆隙蛛
'li'ban'chi'e'shu 丽斑尺蛾属
'li'ban'he'feng'die 丽斑褐凤蝶
'li'ban'ji'jia 丽斑脊甲
'li'ban'mian'chang'chun 离斑棉长蝽
'li'ban'ming'shu 栗斑螟属
'li'ban'o'sai'jin'gui 丽斑哦鳃金龟
'li'ban'qi'piao'chong 丽斑奇瓢虫
'li'ban'qian'jia 丽斑潜甲
'li'ban'shan'rui 离板山蚋
'li'ban'shi'ying 离斑实蝇
'li'ban'shi'ying'shu 离斑实蝇属
'li'ban'te'lu'shi'ying 离斑特鲁实蝇
'li'ban'wei'e 栎斑微蛾
'li'ban'wei'feng'die 丽斑尾凤蝶
'li'ban'ya 栗斑蚜
'li'ban'ya'shu 丽斑蚜属
'li'ban'ya'shu 栗斑蚜属
'li'bang'shou'fu'shui'meng 丽棒瘦腹水虻
'li'bao'du'e 栎豹蠹蛾
'li'bei'jing'yuan'wei'ya 梨北京圆尾蚜
'li'bei'jing'zha'yuan'wei'ya 梨北京札圆尾蚜
'li'bei'ya'shu 离倍蚜属
'li'bi'feng 丽壁蜂
'li'bi'qiang'jian'feng 丽闭腔茧蜂
'li'bian'jiao'ye'jia 丽扁角叶甲
'li'bian'la'chan'shu 笠扁蜡蝉属
'li'bian'tou'ji'ding 栎扁头吉丁
'li'bo'chang'bing'jian'feng 荔波长柄茧蜂
'li'bo'duan'gang 荔波短肛
'li'bo'wen'e'shu 丽波纹蛾属
'li'bo'wen'e'shu 栎波纹蛾属
'li'bo'zhu'shu 里泊蛛属
'li'bu'jia'shu 丽步甲属
'li'bu'qu 梨步曲
'li'bu'qu'shu 梨步曲属
'li'cai'jian'feng'die 粒彩剑凤蝶
'li'cao'ling 丽草蛉
'li'cao'ling'shu 璃草蛉属
'li'cao'ming'shu 栗草螟属
'li'ce'ji'ban'ya 栎侧棘斑蚜
'li'cha'jiao'feng 梨叉角蜂
'li'cha'weng'qiang'lang 立叉嗡蜣螂
'li'chan'shu 丽蝉属
'li'chang'bai'jie'ya'xiao'feng 梨长白蚧蚜小蜂
'li'chang'fen'jie 梨长粉蚧
'li'chang'hui'da'ya 栎长喙大蚜
'li'chang'hui'juan'ye'xiang 栎长喙卷叶象
'li'chang'jiao'feng 梨长脚蜂
'li'chang'wei'ji'feng 丽长尾姬蜂
'li'chang'xiao'du 栎长小蠹
'li'chang'zu'tiao'feng 丽长足条蜂
'li'cheng'jian'huan'die 离城箭环蝶
'li'chi'dun'jie 梨齿盾蚧
'li'chi'e 李尺蛾
'li'chi'e'shu 璃尺蛾属
'li'chi'gu'hua'chun 丽齿股花蝽
'li'chi'jing'zong'tiao'jia 粒翅胫鬃跳甲
'li'chi'mu'shi 梨赤木虱
'li'chi'qing'shu 丽翅蜻属
'li'chi'tian'niu 粒翅天牛
'li'chi'tian'niu'shu 粒翅天牛属
'li'chi'xi'jing'zhong 丽翅细颈螽
'li'chi'ye'e'shu 利翅夜蛾属
'li'chi'zhou'e'shu 丽齿舟蛾属
'li'chi'zhou'e'shu 狸翅舟蛾属
'li'chu'zhu 丽楚蛛
'li'chuan'jiao'xiong'ye'jia 利川角胸叶甲
'li'chuan'kong'e'shu 栗穿孔蛾属
'li'chuan'zhi'tie'jia 利川趾铁甲
'li'chui'jiao'ye'feng 梨锤角叶蜂
'li'chun 栎蝽
'li'chun 栗蝽
'li'chun 梨椿
'li'chun 荔蝽
'li'chun'shu 丽蝽属
'li'chun'shu 厉蝽属
'li'chun'shu 荔蝽属
'li'chun'ya'ke 荔蝽亚科
'li'ci'e'shu 丽刺蛾属
'li'ci'ma'ying 立刺麻蝇
'li'cong'ke 丽蟌科
'li'cong'mao'ji'ying 丽丛毛寄蝇
'li'cu'ben'hei'ye'feng 栎粗苯黑叶蜂
'li'da'can'e'shu 丽大蚕蛾属
'li'da'chun'ni'feng 丽大唇泥蜂
'li'da'mu'shi 梨大木虱
'li'da'qing'shu 丽大蜻属
'li'da'wei'qing'shu 丽大伪蜻属
'li'da'ya 栎大蚜
'li'da'ya 梨大蚜
'li'da'ya'shu 梨大蚜属
'li'dai'bei'fei'shi 丽带背飞虱
'li'dai'cu'jiao'yi 里代粗角蚁
'li'dai'fei'luo'shi'ying 离带菲洛实蝇
'li'dai'gai'zhu 丽带盖蛛
'li'dai'ji'ma 梨带蓟马
'li'dai'jiao'xiong'ye'chan 栗带角胸叶蝉
'li'dai'yuan'yi 粒带原异
'li'dan'guo'ying'shu 丽淡果蝇属
'li'dan'se'tu'wen'cai'e 栎淡色突吻菜蛾
'li'dao'lie'chun 丽盗猎蝽
'li'deng'e'shu 丽灯蛾属
'li'deng'e'shu 篱灯蛾属
'li'deng'e'zu 丽灯蛾族
'li'deng'mao'ji'ma 栎等毛蓟马
'li'dian'qian'ye'xi'e 栎点潜叶细蛾
'li'dou'xi 丽斗蟋
'li'du'e'shu 丽毒蛾属
'li'duan'hei'dian'liu'ji'feng 离短黑点瘤姬蜂
'li'dun'chun'shu 丽盾蝽属
'li'dun'jie'shu 蛎盾蚧属
'li'dun'jie'ya'ke 梨盾蚧亚科
'li'duo'mao'tian'niu'shu 丽多毛天牛属
'li'e'chi'zu'guan'feng 犁额齿足冠蜂
'li'e'jian'feng'shu 离颚茧蜂属
'li'e'jian'feng'ya'ke 离颚茧蜂亚科
'li'e'la'chan'shu 丽蛾蜡蝉属
'li'er'cha'li'sheng'ya 梨二叉梨声蚜
'li'er'cha'ya 梨二叉蚜
'li'er'fu'mian'jie 栎二跗绵蚧
'li'er'jiao'chan 栎耳角蝉
'li'fa'lie'chun 粒伐猎蝽
'li'fei'sou 丽肥螋
'li'fei'zhu 丽绯蛛
'li'fen'die'shu 历粉蝶属
'li'fen'die'shu 黎粉蝶属
'li'fen'jie'shu 粒粉蚧属
'li'fen'ying'shu 理粪蝇属
'li'fen'zhou'e 栎纷舟蛾
'li'feng'ju'jiao'chan 立峰锯角蝉
'li'fu'chang'li'jie 李副长蛎蚧
'li'fu'chang'li'jie 栎副长蛎蚧
'li'fu'hu'tian'niu 栎跗虎天牛
'li'fu'suo'jian'feng 丽副索茧蜂
'li'fu'xi'zhu 笠腹希蛛
'li'fu'xian'huang 丽腹腺蝗
'li'fu'ying'feng'shu 犁腹瘿蜂属
'li'gan'ying 栗杆蝇
'li'gao'di'ruan'jie 栗高地软蚧
'li'ge'ji'ying'shu 利格寄蝇属
'li'ge'jiao'chou'yi 丽格狡臭蚁
'li'ge'xiang'shu 里个象属
'li'gen'jing'fen'jie 藜根晶粉蚧
'li'gen'mian'ya 梨根绵蚜
'li'gen'xiao'fen'jie 藜根小粉蚧
'li'gen'yang'xian'ci'fen'jie 藜根阳腺刺粉蚧
'li'gen'ying'feng 栎根瘿蜂
'li'gou'bei'ya'jia 丽沟背牙甲
'li'gou'e'shu 丽钩蛾属
'li'gou'jian'feng'shu 犁沟茧蜂属
'li'gou'qie'ye'yi 粒沟切叶蚁
'li'gou'yi'shu 犁沟蚁属
'li'guan'qian'e 栎冠潜蛾
'li'guan'wang'chun 梨冠网蝽
'li'guang'bei'qi'chun 丽光背奇蝽
'li'guang'chi'xiao'juan'e 李广翅小卷蛾
'li'guang'ji'tian'niu'shu 丽光脊天牛属
'li'guang'lian'shu 丽光蠊属
'li'guang'tou'ye'chan 李广头叶蝉
'li'gui'jia 藜龟甲
'li'gui'zi'cao'gui'jia 藜龟子草龟甲
'li'guo'ji'sheng'guan'bian'ya 梨果寄生管扁蚜
'li'hai'gai'zao 里海盖蚤
'li'han'qun'ya 栎旱群蚜
'li'he'fei'shi 栗褐飞虱
'li'he'feng'die 丽褐凤蝶
'li'he'hei'chi'tu'bai'yi 栗褐黑翅土白蚁
'li'he'lian 丽赫蠊
'li'he'tao'gen'liu'ya 栎核桃根瘤蚜
'li'hei'cha'jiao'feng 栎黑叉角蜂
'li'hei'dian'bao'du'e 栎黑点豹蠹蛾
'li'hei'dun'jie 栎黑盾蚧
'li'hei'fu'tong'tian'niu 丽黑腹筒天牛
'li'hei'hui'die 里黑灰蝶
'li'hei'hui'die'shu 里黑灰蝶属
'li'hei'lian'chi'xiao'juan'e 栎黑镰翅小卷蛾
'li'hei'pa'la'fei'shi 沥黑帕拉飞虱
'li'hei'rong'mao'ji'ying 栗黑茸毛寄蝇
'li'hei'tian'niu 栎黑天牛
'li'hei'xiao'du 栎黑小蠹
'li'hei'ye'jiao'fei'shi 沥黑叶角飞虱
'li'hei'zhui'tou'ye'chan 栗黑锥头叶蝉
'li'hong'jie 栎红蚧
'li'hong'lian'chi'xiao'juan'e 栎红镰翅小卷蛾
'li'hong'mao'guan'qian'e 栎红毛冠潜蛾
'li'hou'yuan'ye'jia 栗厚缘叶甲
'li'hu'tian'niu 丽虎天牛
'li'hu'tian'niu'shu 丽虎天牛属
'li'hu'xiang 梨虎象
'li'hua'chun 丽花蝽
'li'hua'jin'gui'shu 丽花金龟属
'li'hua'lian 栗华蠊
'li'hua'tian'niu'shu 厘花天牛属
'li'hua'wang'chun 梨花网蝽
'li'hua'xiang 李花象
'li'hua'xiu'xiang 梨花锈象
'li'hua'ying'shu 丽花萤属
'li'huan'bing'dun'jie 栎环并盾蚧
'li'huang'ce'ji'ban'ya 栎黄侧棘斑蚜
'li'huang'hu'feng 梨黄胡蜂
'li'huang'ji'ban'ya 栎黄棘斑蚜
'li'huang'jiao'ye'feng 李黄角叶蜂
'li'huang'mu'shi 梨黄木虱
'li'huang'mu'shi'wei'suo'tiao'xiao'feng 梨黄木虱微索跳小蜂
'li'huang'shu 丽蝗属
'li'hui'bing'jin'tian'niu 栗灰柄锦天牛
'li'hui'die 梨灰蝶
'li'hui'die'shu 丽灰蝶属
'li'hui'die'shu 利灰蝶属
'li'hui'die'shu 隶灰蝶属
'li'hui'die'zu 犁灰蝶族
'li'hui'ji'ying 丽喙寄蝇
'li'hui'kua'yuan'jie 梨灰夸圆蚧
'li'hui'ye'e 鹂灰夜蛾
'li'hui'yuan'dun'jie 栎灰圆盾蚧
'li'ji'feng'shu 丽姬蜂属
'li'ji'feng'shu 利姬蜂属
'li'ji'feng'shu 犁姬蜂属
'li'ji'feng'shu 里姬蜂属
'li'ji'feng'ya'ke 犁姬蜂亚科
'li'ji'jing'xiao'du 李棘胫小蠹
'li'ji'ke'shi'jin'xiao'feng 历寄克氏金小蜂
'li'ji'ma 丽蓟马
'li'ji'ma 栗蓟马
'li'ji'ma'shu 篱蓟马属
'li'ji'ying'shu 厉寄蝇属
'li'ji'ying'shu 蛎寄蝇属
'li'ji'yuan'chun 栗姬缘蝽
'li'jia'die'shu 丽蛱蝶属
'li'jia'die'shu 栎蛱蝶属
'li'jia'die'shu 黎蛱蝶属
'li'jia'die'zu 丽蛱蝶族
'li'jia'hong'yi 立颊红蚁
'li'jia'liu'e'yi 利嘉瘤颚蚁
'li'jia'shu 丽甲属
'li'jia'ya'ke 丽甲亚科
'li'jian'e'shu 离尖蛾属
'li'jian'e'ya'ke 栎尖蛾亚科
'li'jian'fu'feng 丽尖腹蜂
'li'jian'qiu'la'jie 栗坚球蜡蚧
'li'jian'tian'niu'shu 粒肩天牛属
'li'jian'wen'ye'e 利剑纹夜蛾
'li'jiang'jie 栗绛蚧
'li'jiang'kuan'yuan'jin'xiao'feng 丽江宽缘金小蜂
'li'jiang'mai'xian'ling 丽江脉线蛉
'li'jiang'quan'mao'guan'ya 丽江全毛管蚜
'li'jiang'xi'juan'e 丽江细卷蛾
'li'jiang'xiao'chang'guan'ya 丽江小长管蚜
'li'jiang'zhou'bei'ya 丽江皱背蚜
'li'jiang'zhu'yi 丽江竹异
'li'jiao'ban'ya 栗角斑蚜
'li'jiao'chi'xu'mang'chun 丽角赤须盲蝽
'li'jiao'ding'ye'chan 栗角顶叶蝉
'li'jiao'wang'chun'shu 粒角网蝽属
'li'jiao'xiao'ye'jia'shu 丽角肖叶甲属
'li'jiao'xiong'ye'jia 丽角胸叶甲
'li'jiao'xiong'ye'jia 栗角胸叶甲
'li'jiao'ya'ying'shu 丽角蚜蝇属
'li'jiao'ya'ying'zu 丽角蚜蝇族
'li'jiao'ye'ming'shu 犁角野螟属
'li'jie'lian 丽皆蠊
'li'jin'gui'ke 丽金龟科
'li'jin'gui'ya'ke 丽金龟亚科
'li'jin'xiao'feng'shu 丽金小蜂属
'li'jin'zhu 丽金蛛
'li'jing'feng 梨茎蜂
'li'ju'chao'liu'ya 离苣超瘤蚜
'li'ju'chi'ying'feng 栎锯齿瘿蜂
'li'ju'ji'feng'shu 离距姬蜂属
'li'ju'wei'hui'die 栎具尾灰蝶
'li'ju'ying'shou'feng 栎聚瘿瘦蜂
'li'ju'yuan'chi'e 李锯缘尺蛾
'li'juan'e'shu 里卷蛾属
'li'juan'ye'ju'feng 李卷叶锯蜂
'li'juan'ye'ju'feng 栎卷叶锯蜂
'li'juan'ye'ju'feng 梨卷叶锯蜂
'li'juan'ye'mai'e 梨卷叶麦蛾
'li'juan'ye'mian'ya 梨卷叶绵蚜
'li'juan'ye'xiang 栎卷叶象
'li'juan'ye'xiang 梨卷叶象
'li'juan'ye'zhu'shu 丽卷叶蛛属
'li'ke'tian'niu'shu 粒刻天牛属
'li'ke'ying'feng 栎壳瘿蜂
'li'kou'jia'shu 丽叩甲属
'li'kou'jia'zu 丽叩甲族
'li'ku'dun'jie 栎枯盾蚧
'li'ku'meng 里库蠓
'li'ku'ye'e 栎枯叶蛾
'li'ku'ye'e'shu 李枯叶蛾属
'li'ku'ye'e'shu 栎枯叶蛾属
'li'ku'ye'e'shu 栗枯叶蛾属
'li'kua'yuan'jie 栎夸圆蚧
'li'kua'yuan'jie 栗夸圆蚧
'li'kua'yuan'jie 梨夸圆蚧
'li'kuan'kuan'yuan'jin'xiao'feng 丽宽宽缘金小蜂
'li'kuan'yan'ni'feng 丽宽眼泥蜂
'li'kuan'yuan'jin'xiao'feng 丽宽缘金小蜂
'li'kui'fen'jie 梨葵粉蚧
'li'kuo'hui'xiang 栎阔喙象
'li'la'chan'shu 丽蜡蝉属
'li'lan'hu'xiang 李蓝虎象
'li'lan'tian'niu 栎蓝天牛
'li'lan'ye'feng 丽蓝叶蜂
'li'lei'feng'shu 丽类蜂属
'li'li'jie 梨蛎蚧
'li'li'tian'niu 栎丽天牛
'li'li'yuan'dun'jie 梨笠圆盾蚧
'li'lie'chun'shu 丽猎蝽属
'li'lie'chun'shu 历猎蝽属
'li'lie'chun'shu 隶猎蝽属
'li'lin'ying'feng 栎林瘿蜂
'li'ling'shi'liao'jie 栎绫铈镣蚧
'li'liu'chun 丽瘤蝽
'li'liu'e'ya 李瘤额蚜
'li'liu'fen'jie 丽瘤粉蚧
'li'liu'tui'ni'feng 丽瘤腿泥蜂
'li'liu'xing'mu'shi 梨六星木虱
'li'liu'ye'feng 笠柳叶蜂
'li'long'shi'shu 粒龙虱属
'li'long'shi'ying'shu 利隆实蝇属
'li'lv'hu'tian'niu 栎绿虎天牛
'li'lv'ri'ben'da'ya 梨绿日本大蚜
'li'ma'ying 立麻蝇
'li'mai'e'shu 梨麦蛾属
'li'mai'fei'shi'shu 粒脉飞虱属
'li'mai'gan'ying'shu 离脉秆蝇属
'li'mai'jian'feng'shu 离脉茧蜂属
'li'mai'la'chan'shu 粒脉蜡蝉属
'li'mai'ye'chan'shu 离脉叶蝉属
'li'mai'ye'chan'ya'ke 离脉叶蝉亚科
'li'mang'chun 梨盲蝽
'li'mang'chun'shu 丽盲蝽属
'li'mang'chun'shu 厘盲蝽属
'li'mao'chong'shu 栎毛虫属
'li'mao'dong'mang'chun 立毛东盲蝽
'li'mao'ju'fu'yi 立毛举腹蚁
'li'mao'song'guo'chang'chun 立毛松果长蝽
'li'mao'tian'niu'shu 粒毛天牛属
'li'mao'ye'jia 丽毛叶甲
'li'mao'yi'shu 立毛蚁属
'li'mei'dun'jie 栎美盾蚧
'li'mei'shi'zi'feng 栎没食子蜂
'li'meng 里虻
'li'meng'ni'ye'e 栎梦尼夜蛾
'li'mian'tai'sou 利绵苔螋
'li'mian'ya'shu 丽绵蚜属
'li'mian'ying'feng 栎棉瘿蜂
'li'ming'tiao 梨鸣蜩
'li'mo'tian'niu'li'mao'tian'niu 粒墨天牛粒毛天牛
'li'mo'tian'niu'shu 粒墨天牛属
'li'mu'bai'yi 丽木白蚁
'li'mu'li'jie 梨牡蛎蚧
'li'mu'lian 丽木蠊
'li'mu'ling'shu'bai'yi 黎母岭树白蚁
'li'mu'shi 梨木虱
'li'mu'shi'shu 丽木虱属
'li'mu'shi'tiao'xiao'feng 梨木虱跳小蜂
'li'ni'kong'feng 丽拟孔蜂
'li'ni'lun'jie 栎拟轮蚧
'li'ni'si'cong 丽拟丝蟌
'li'niu'kou'ying'feng 栎扭扣瘿蜂
'li'niu'ye'ying'feng 栎扭叶瘿蜂
'li'nong'die'shu 丽弄蝶属
'li'nong'die'shu 利弄蝶属
'li'pan'jie 栎盘蚧
'li'pang'hui'guo'luo 丽旁喙蜾蠃
'li'pi'chun 藜皮蝽
'li'pi'ying'feng 栎皮瘿蜂
'li'pian'qi'ling 梨片蛣蛉
'li'pian'xi 梨片蟋
'li'piao'chong'shu 丽瓢虫属
'li'ping'dun'e'bai'yi 黎平钝颚白蚁
'li'pu'tiao'jia'shu 利普跳甲属
'li'pu'xin'kang'jie 栎朴新糠蚧
'li'qi'ling 梨蛣蛉
'li'qi'ling'shu 梨蛣蛉属
'li'qi'yan'xun'wen 丽奇眼蕈蚊
'li'qia'pi'ye'e 栗洽皮夜蛾
'li'qian'e 栎潜蛾
'li'qian'e'shu 栎潜蛾属
'li'qian'pi'e'ji'xiao'feng 梨潜皮蛾姬小蜂
'li'qian'ye'feng'shu 栎潜叶蜂属
'li'qian'ye'xiang'jia 栎潛叶象甲
'li'qie'ye'feng 丽切叶蜂
'li'qie'ye'feng 栗切叶蜂
'li'qie'ye'jia 栎切叶家
'li'qie'ye'xiang'qian'ma'shu'ye'xiang 梨切叶象荨麻树叶象
'li'qie'zhi'xiang 梨切枝象
'li'qing'chi'e 栎青尺蛾
'li'qing'ci'e 梨青刺蛾
'li'qing'ma'meng 沥青麻虻
'li'qiu'lian'jie 栎球链蚧
'li'qun'qi'bian'ye'feng 梨群棲扁叶蜂
'li'rong'du'e 栎茸毒蛾
'li'rong'fen'jie 梨绒粉蚧
'li'rong'guan'ya 栗绒管蚜
'li'ruan'jie 梨软蚧
'li'rui'fen'jie 立瑞粉蚧
'li'sai'zhu 离塞蛛
'li'san'ci'jiao'chan 栎三刺角蝉
'li'san'dian'ye'chan 李三点叶蝉
'li'san'jie'ye'feng 梨三节叶蜂
'li'san'se'ying'feng 栎三色瘿蜂
'li'se'beng'huang 丽色蹦蝗
'li'se'chang'jing'xiang'jia 栗色长颈象甲
'li'se'cong'shu 丽色蟌属
'li'se'da'lian 栗色大蠊
'li'se'jian'xi'zhong 栗色简蟋螽
'li'se'mang'qie'ye'yi 栗色盲切叶蚁
'li'se'nie'chong 栗色啮虫
'li'se'si'jiao'xiong'ye'jia 栗色似角胸叶甲
'li'se'wu'ye'chan 栗色乌叶蝉
'li'se'xi'ji'chun 栗色希姬蝽
'li'se'xiang'bai'yi 栗色象白蚁
'li'se'xiao'ping'huang 丽色小屏蝗
'li'se'yang'jiao'chan 栗色扬角蝉
'li'se'yang'jiao'chan 栗色杨角蝉
'li'se'yuan'zhu 栗色园蛛
'li'se'zhou'ji'ying 栗色舟寄蝇
'li'se'zhou'wen'ji'ma 丽色皱纹蓟马
'li'shan'cong'shu 丽扇蟌属
'li'shan'cong'ya'ke 丽扇蟌亚科
'li'shan'sai'shi'wen 丽山赛氏蚊
'li'shao'mao'ya'jian'feng 栗少毛蚜茧蜂
'li'shao'ya'jian'feng'shu 梨梢蚜茧蜂属
'li'shen'xing'ying'feng 栎肾形瘿蜂
'li'sheng'ya 梨声蚜
'li'shi'cha'cao'ling 李氏叉草蛉
'li'shi'chi'qing 李氏赤蜻
'li'shi'chi'zhao'lian 李氏齿爪蠊
'li'shi'chui'jiao'huang 李氏槌角蝗
'li'shi'chun'shu 李氏蝽属
'li'shi'ci'chi 李氏刺齿
'li'shi'cu'jiao'meng'yi 里氏粗角猛蚁
'li'shi'da'guang'lian 李氏大光蠊
'li'shi'da'zhui'zao 李氏大锥蚤
'li'shi'da'zu'huang 李氏大足蝗
'li'shi'da'zu'huang'zhi'ming'ya'zhong 李氏大足蝗指名亚种
'li'shi'fei'shi'shu 黎氏飞虱属
'li'shi'fu'zao 李氏蝠蚤
'li'shi'gong'bei'yi 里氏弓背蚁
'li'shi'gou'meng'yi 里氏钩猛蚁
'li'shi'hai'qi'wen 李氏海齐蚊
'li'shi'he'ling 李氏褐蛉
'li'shi'juan'cao'ling 李氏绢草蛉
'li'shi'kai'li'fei'shi 黎氏凯利飞虱
'li'shi'ku'meng 李氏库蠓
'li'shi'kuan'tou'gan'ying 李氏宽头秆蝇
'li'shi'mao'zhu 里氏猫蛛
'li'shi'mi'yi 李氏迷蚁
'li'shi'ni'mao'yi 里氏拟毛蚁
'li'shi'pan'fu'zhu 里氏盘腹蛛
'li'shi'ping'mai'shu'zhong 李氏平脉树螽
'li'shi'pu'ting 李氏普蜓
'li'shi'qiu'sou 李氏球螋
'li'shi'ri'chun'ting 黎氏日春蜓
'li'shi'san'bai'yi 李氏散白蚁
'li'shi'shan'shan'cong 李氏扇山蟌
'li'shi'shao'chun'ting 黎氏邵春蜓
'li'shi'shou'fu'shui'meng 李氏瘦腹水虻
'li'shi'song'ya 李氏松蚜
'li'shi'tou'ting 李氏头蜓
'li'shi'xie'ling 李氏蝎蛉
'li'shi'xin'qi'shi 李氏欣奇虱
'li'shi'yan'er'lu'zhong 李氏掩耳露螽
'li'shi'ye'feng 李实叶蜂
'li'shi'ye'feng 梨实叶蜂
'li'shi'ye'ting 黎氏叶蜓
'li'shi'yi'qing 黎氏异蜻
'li'shi'yi'zhao'huang 李氏异爪蝗
'li'shi'yuan'fu'li'ying 李氏原伏丽蝇
'li'shi'yuan'shi'jie'ya'xiao'feng 李氏原食蚧蚜小蜂
'li'shi'yuan'zhu 利氏园蛛
'li'shi'zhen'ye'ying 李氏真叶蝇
'li'shou'fu'shui'meng 丽瘦腹水虻
'li'shu'jing'huang 俐束颈蝗
'li'shu'tiao'zhu 利树跳蛛
'li'shuang'xian'du'e 栎双线毒蛾
'li'shuang'xian'ji'ding 栗双线吉丁
'li'shui'chang'ti'jian'feng 丽水长体茧蜂
'li'si'chi'wen'du'e 梨似赤纹毒蛾
'li'si'fu'jin'xiao'feng 丽斯夫金小蜂
'li'si'tiao'ying'feng 栎四条瘿蜂
'li'song'ding'mao'ya 丽嵩钉毛蚜
'li'song'shu'xin'xue'shi 丽松鼠新血虱
'li'song'ye'feng'shu 丽松叶蜂属
'li'suo'ji'ying'shu 利索寄蝇属
'li'ta'hong'yi 丽塔红蚁
'li'ta'shi'hong'yi 丽塔氏红蚁
'li'tai'e'shu 离苔蛾属
'li'tang'bai'wen'huang 理塘白纹蝗
'li'tang'yue'du'huang 理塘跃度蝗
'li'te'yin'xi 利特音蟋
'li'teng'dun'jie 丽藤盾蚧
'li'tian'niu 栗天牛
'li'tian'niu'shu 丽天牛属
'li'tian'niu'shu 利天牛属
'li'tian'niu'shu 栎天牛属
'li'tiao'feng 丽条蜂
'li'tiao'feng'xi'ma'la'ya'ya'zhong 丽条蜂喜马拉雅亚种
'li'tiao'jia 栎跳甲
'li'tiao'wen'ying'feng 栎条纹瘿蜂
'li'tiao'zhu'shu 丽跳蛛属
'li'tie'jia'shu 丽铁甲属
'li'tong'se'ji'ding 栎铜色吉丁
'li'tong'yan'yan'die 梨瞳艳眼蝶
'li'tou'chang'bi'bai'yi 梨头长鼻白蚁
